time_s,wrist_height_m
0.0,1.2
0.016666666666666666,1.231333308391076
0.03333333333333333,1.2621724717912137
0.05,1.2920311381711695
0.06666666666666667,1.3204384185254288
0.08333333333333333,1.3469463130731183
0.1,1.3711367764821722
0.11666666666666667,1.3926283106939472
0.13333333333333333,1.4110819813755038
0.15,1.4262067631165047
0.16666666666666666,1.4377641290737884
0.18333333333333332,1.4455718126821722
0.2,1.449506682107068
0.21666666666666667,1.449506682107068
0.23333333333333334,1.4455718126821722
0.25,1.4377641290737884
0.26666666666666666,1.4262067631165047
0.2833333333333333,1.4110819813755038
0.3,1.3926283106939472
0.31666666666666665,1.3711367764821722
0.3333333333333333,1.3469463130731183
0.35,1.3204384185254288
0.36666666666666664,1.2920311381711695
0.3833333333333333,1.2621724717912137
0.4,1.231333308391076
0.4166666666666667,1.2
0.43333333333333335,1.168666691608924
0.45,1.1378275282087864
0.4666666666666667,1.1079688618288306
0.48333333333333334,1.0795615814745712
0.5,1.0530536869268816
0.5166666666666666,1.0288632235178279
0.5333333333333333,1.0073716893060527
0.55,0.9889180186244961
0.5666666666666667,0.9737932368834952
0.5833333333333334,0.9622358709262115
0.6,0.9544281873178277
0.6166666666666667,0.950493317892932
0.6333333333333333,0.950493317892932
0.65,0.9544281873178277
0.6666666666666666,0.9622358709262115
0.6833333333333333,0.9737932368834951
0.7,0.9889180186244961
0.7166666666666667,1.0073716893060525
0.7333333333333333,1.0288632235178277
0.75,1.0530536869268816
0.7666666666666666,1.079561581474571
0.7833333333333333,1.1079688618288306
0.8,1.1378275282087864
0.8166666666666667,1.168666691608924
0.8333333333333334,1.2
0.85,1.231333308391076
0.8666666666666667,1.2621724717912137
0.8833333333333333,1.2920311381711693
0.9,1.3204384185254288
0.9166666666666666,1.346946313073118
0.9333333333333333,1.371136776482172
0.95,1.3926283106939472
0.9666666666666667,1.4110819813755036
0.9833333333333333,1.4262067631165047
1.0,1.4377641290737884
1.0166666666666666,1.4455718126821722
1.0333333333333332,1.449506682107068
1.05,1.449506682107068
1.0666666666666667,1.4455718126821722
1.0833333333333333,1.4377641290737884
1.1,1.4262067631165047
1.1166666666666667,1.4110819813755038
1.1333333333333333,1.3926283106939474
1.15,1.3711367764821725
1.1666666666666667,1.3469463130731183
1.1833333333333333,1.320438418525429
1.2,1.2920311381711695
1.2166666666666666,1.2621724717912137
1.2333333333333334,1.231333308391076
1.25,1.2
1.2666666666666666,1.1686666916089241
1.2833333333333332,1.1378275282087866
1.3,1.1079688618288306
1.3166666666666667,1.0795615814745712
1.3333333333333333,1.0530536869268818
1.35,1.0288632235178277
1.3666666666666667,1.0073716893060527
1.3833333333333333,0.9889180186244964
1.4,0.9737932368834952
1.4166666666666667,0.9622358709262115
1.4333333333333333,0.9544281873178279
1.45,0.950493317892932
1.4666666666666666,0.950493317892932
1.4833333333333334,0.9544281873178277
1.5,0.9622358709262115
